20200819	ANF	Abercrombie & Fitch Company	Day's Range	10.11 - 10.81
20200819	ANF	Abercrombie & Fitch Company	Revenue	3.37B
20200819	ANF	Abercrombie & Fitch Company	Open	10.77
20200819	ANF	Abercrombie & Fitch Company	52 wk Range	7.41 - 18.83
20200819	ANF	Abercrombie & Fitch Company	EPS	 - 3.06
20200819	ANF	Abercrombie & Fitch Company	Volume	2713471
20200819	ANF	Abercrombie & Fitch Company	Market Cap	646.21M
20200819	ANF	Abercrombie & Fitch Company	Dividend (Yield)	0.8 (7.04%)
20200819	ANF	Abercrombie & Fitch Company	Average Vol. (3m)	2555227
20200819	ANF	Abercrombie & Fitch Company	P/E Ratio	N/A
20200819	ANF	Abercrombie & Fitch Company	Beta	1.4
20200819	ANF	Abercrombie & Fitch Company	1-Year Change	 - 34.39%
20200819	ANF	Abercrombie & Fitch Company	Shares Outstanding	62375867
20200819	ANF	Abercrombie & Fitch Company	Next Earnings Date	Aug 27 2020
20200819	ABMD	ABIOMED Inc	industry	Medical Equipment & Supplies
20200819	ABMD	ABIOMED Inc	sector	Healthcare
20200819	ABMD	ABIOMED Inc	price	313.20
20200819	ABMD	ABIOMED Inc	Prev. Close	313.2
20200819	ABMD	ABIOMED Inc	Day's Range	306.5 - 314.56
20200819	ABMD	ABIOMED Inc	Revenue	798.06M
20200819	ABMD	ABIOMED Inc	Open	311.99
20200819	ABMD	ABIOMED Inc	52 wk Range	119.01 - 319.19
20200819	ABMD	ABIOMED Inc	EPS	3.48
20200819	ABMD	ABIOMED Inc	Volume	207465
20200819	ABMD	ABIOMED Inc	Market Cap	14.11B
20200819	ABMD	ABIOMED Inc	Dividend (Yield)	N/A (N/A)
20200819	ABMD	ABIOMED Inc	Average Vol. (3m)	420756
20200819	ABMD	ABIOMED Inc	P/E Ratio	88.35
20200819	ABMD	ABIOMED Inc	Beta	1.18
20200819	ABMD	ABIOMED Inc	1-Year Change	62.86%
20200819	ABMD	ABIOMED Inc	Shares Outstanding	45047262
20200819	ABMD	ABIOMED Inc	Next Earnings Date	Oct 29 2020
20200819	AXAS	Abraxas Petroleum Corporation	industry	Oil & Gas Operations
20200819	AXAS	Abraxas Petroleum Corporation	sector	Energy
20200819	AXAS	Abraxas Petroleum Corporation	price	0.2000
20200819	AXAS	Abraxas Petroleum Corporation	Prev. Close	0.2
20200819	AXAS	Abraxas Petroleum Corporation	Day's Range	0.1838 - 0.218
20200819	AXAS	Abraxas Petroleum Corporation	Revenue	77.54M
20200819	AXAS	Abraxas Petroleum Corporation	Open	0.1982
20200819	AXAS	Abraxas Petroleum Corporation	52 wk Range	0.09 - 0.68
20200819	AXAS	Abraxas Petroleum Corporation	EPS	 - 0.56
20200819	AXAS	Abraxas Petroleum Corporation	Volume	19372902
20200819	AXAS	Abraxas Petroleum Corporation	Market Cap	33.61M
20200819	AXAS	Abraxas Petroleum Corporation	Dividend (Yield)	N/A (N/A)
20200819	AXAS	Abraxas Petroleum Corporation	Average Vol. (3m)	7151159
20200819	AXAS	Abraxas Petroleum Corporation	P/E Ratio	N/A
20200819	AXAS	Abraxas Petroleum Corporation	Beta	3.56
20200819	AXAS	Abraxas Petroleum Corporation	1-Year Change	 - 59.06%
20200819	AXAS	Abraxas Petroleum Corporation	Shares Outstanding	168069305
20200819	AXAS	Abraxas Petroleum Corporation	Next Earnings Date	Aug 19 2020
20200819	ACTG	Acacia Research Corporation	industry	Misc. Financial Services
20200819	ACTG	Acacia Research Corporation	sector	Financial
20200819	ACTG	Acacia Research Corporation	price	3.970
20200819	ACTG	Acacia Research Corporation	Prev. Close	3.97
20200819	ACTG	Acacia Research Corporation	Day's Range	3.83 - 4.03
20200819	ACTG	Acacia Research Corporation	Revenue	8.33M
20200819	ACTG	Acacia Research Corporation	Open	3.99
20200819	ACTG	Acacia Research Corporation	52 wk Range	1.75 - 4.46
20200819	ACTG	Acacia Research Corporation	EPS	 - 0.29
20200819	ACTG	Acacia Research Corporation	Volume	478220
20200819	ACTG	Acacia Research Corporation	Market Cap	195.64M
20200819	ACTG	Acacia Research Corporation	Dividend (Yield)	N/A (N/A)
20200819	ACTG	Acacia Research Corporation	Average Vol. (3m)	485677
20200819	ACTG	Acacia Research Corporation	P/E Ratio	N/A
20200819	ACTG	Acacia Research Corporation	Beta	0.58
20200819	ACTG	Acacia Research Corporation	1-Year Change	37.37%
20200819	ACTG	Acacia Research Corporation	Shares Outstanding	49279453
20200819	ACTG	Acacia Research Corporation	Next Earnings Date	Oct 22 2020
20200819	ACAD	ACADIA Pharmaceuticals Inc	industry	Biotechnology & Drugs
20200819	ACAD	ACADIA Pharmaceuticals Inc	sector	Healthcare
20200819	ACAD	ACADIA Pharmaceuticals Inc	price	39.66
20200819	ACAD	ACADIA Pharmaceuticals Inc	Prev. Close	39.66
20200819	ACAD	ACADIA Pharmaceuticals Inc	Day's Range	38.66 - 40
20200819	ACAD	ACADIA Pharmaceuticals Inc	Revenue	393.09M
20200819	ACAD	ACADIA Pharmaceuticals Inc	Open	39.75
20200819	ACAD	ACADIA Pharmaceuticals Inc	52 wk Range	23.77 - 58.72
20200819	ACAD	ACADIA Pharmaceuticals Inc	EPS	 - 1.47
20200819	ACAD	ACADIA Pharmaceuticals Inc	Volume	1078060
20200819	ACAD	ACADIA Pharmaceuticals Inc	Market Cap	6.25B
20200819	ACAD	ACADIA Pharmaceuticals Inc	Dividend (Yield)	N/A (N/A)
20200819	ACAD	ACADIA Pharmaceuticals Inc	Average Vol. (3m)	1790027
20200819	ACAD	ACADIA Pharmaceuticals Inc	P/E Ratio	N/A
20200819	ACAD	ACADIA Pharmaceuticals Inc	Beta	1.56
20200819	ACAD	ACADIA Pharmaceuticals Inc	1-Year Change	35.64%
20200819	ACAD	ACADIA Pharmaceuticals Inc	Shares Outstanding	157680830
20200819	ACAD	ACADIA Pharmaceuticals Inc	Next Earnings Date	Nov 10 2020
20200819	ACHC	Acadia Healthcare Company Inc	industry	Healthcare Facilities
20200819	ACHC	Acadia Healthcare Company Inc	sector	Healthcare
20200819	ACHC	Acadia Healthcare Company Inc	price	30.01
20200819	ACHC	Acadia Healthcare Company Inc	Prev. Close	30.01
20200819	ACHC	Acadia Healthcare Company Inc	Day's Range	29.79 - 30.55
20200819	ACHC	Acadia Healthcare Company Inc	Revenue	3.09B
20200819	ACHC	Acadia Healthcare Company Inc	Open	30.37
20200819	ACHC	Acadia Healthcare Company Inc	52 wk Range	11.1 - 35.3
20200819	ACHC	Acadia Healthcare Company Inc	EPS	1.2
20200819	ACHC	Acadia Healthcare Company Inc	Volume	332036
20200819	ACHC	Acadia Healthcare Company Inc	Market Cap	2.67B
20200819	ACHC	Acadia Healthcare Company Inc	Dividend (Yield)	N/A (N/A)
20200819	ACHC	Acadia Healthcare Company Inc	Average Vol. (3m)	608080
20200819	ACHC	Acadia Healthcare Company Inc	P/E Ratio	25.68
20200819	ACHC	Acadia Healthcare Company Inc	Beta	1.45
20200819	ACHC	Acadia Healthcare Company Inc	1-Year Change	9.41%
20200819	ACHC	Acadia Healthcare Company Inc	Shares Outstanding	88963135
20200819	ACHC	Acadia Healthcare Company Inc	Next Earnings Date	Nov 10 2020
20200819	ACN	Accenture plc	industry	Computer Services
20200819	ACN	Accenture plc	sector	Technology
20200819	ACN	Accenture plc	price	234.23
20200819	ACN	Accenture plc	Prev. Close	234.23
20200819	ACN	Accenture plc	Day's Range	232.58 - 234.93
20200819	ACN	Accenture plc	Revenue	44.55B
20200819	ACN	Accenture plc	Open	233.35
20200819	ACN	Accenture plc	52 wk Range	137.15 - 234.93
20200819	ACN	Accenture plc	EPS	7.68
20200819	ACN	Accenture plc	Volume	1475804
20200819	ACN	Accenture plc	Market Cap	155.6B
20200819	ACN	Accenture plc	Dividend (Yield)	3.20 (1.38%)
20200819	ACN	Accenture plc	Average Vol. (3m)	1953665
20200819	ACN	Accenture plc	P/E Ratio	29.99
20200819	ACN	Accenture plc	Beta	1.02
20200819	ACN	Accenture plc	1-Year Change	20.01%
20200819	ACN	Accenture plc	Shares Outstanding	664289845
20200819	ACN	Accenture plc	Next Earnings Date	Sep 24 2020
20200819	ARAY	Accuray Incorporated	industry	Medical Equipment & Supplies
20200819	ARAY	Accuray Incorporated	sector	Healthcare
20200819	ARAY	Accuray Incorporated	price	2.440
20200819	ARAY	Accuray Incorporated	Prev. Close	2.44
20200819	ARAY	Accuray Incorporated	Day's Range	2.39 - 2.46
20200819	ARAY	Accuray Incorporated	Revenue	405.38M
20200819	ARAY	Accuray Incorporated	Open	2.42
20200819	ARAY	Accuray Incorporated	52 wk Range	1.34 - 4.68
20200819	ARAY	Accuray Incorporated	EPS	0.03
20200819	ARAY	Accuray Incorporated	Volume	563046
20200819	ARAY	Accuray Incorporated	Market Cap	220.86M
20200819	ARAY	Accuray Incorporated	Dividend (Yield)	N/A (N/A)
20200819	ARAY	Accuray Incorporated	Average Vol. (3m)	604053
20200819	ARAY	Accuray Incorporated	P/E Ratio	97.11
20200819	ARAY	Accuray Incorporated	Beta	2.22
20200819	ARAY	Accuray Incorporated	1-Year Change	 - 12.54%
20200819	ARAY	Accuray Incorporated	Shares Outstanding	90516626
20200819	ARAY	Accuray Incorporated	Next Earnings Date	Nov 03 2020
20200819	ACRX	AcelRx Pharmaceuticals Inc	industry	Biotechnology & Drugs
20200819	ACRX	AcelRx Pharmaceuticals Inc	sector	Healthcare
20200819	ACRX	AcelRx Pharmaceuticals Inc	price	1.240
20200819	ACRX	AcelRx Pharmaceuticals Inc	Prev. Close	1.24
20200819	ACRX	AcelRx Pharmaceuticals Inc	Day's Range	1.22 - 1.28
20200819	ACRX	AcelRx Pharmaceuticals Inc	Revenue	4.39M
20200819	ACRX	AcelRx Pharmaceuticals Inc	Open	1.27
20200819	ACRX	AcelRx Pharmaceuticals Inc	52 wk Range	0.701 - 2.8
20200819	ACRX	AcelRx Pharmaceuticals Inc	EPS	 - 0.62
20200819	ACRX	AcelRx Pharmaceuticals Inc	Volume	396242
20200819	ACRX	AcelRx Pharmaceuticals Inc	Market Cap	112M
20200819	ACRX	AcelRx Pharmaceuticals Inc	Dividend (Yield)	N/A (N/A)
20200819	ACRX	AcelRx Pharmaceuticals Inc	Average Vol. (3m)	1210818
20200819	ACRX	AcelRx Pharmaceuticals Inc	P/E Ratio	N/A
20200819	ACRX	AcelRx Pharmaceuticals Inc	Beta	1.88
20200819	ACRX	AcelRx Pharmaceuticals Inc	1-Year Change	 - 46.78%
20200819	ACRX	AcelRx Pharmaceuticals Inc	Shares Outstanding	90324147
20200819	ACRX	AcelRx Pharmaceuticals Inc	Next Earnings Date	Oct 29 2020
20200819	ACETQ	Aceto Corp	industry	Major Drugs
20200819	ACETQ	Aceto Corp	sector	Healthcare
20200819	ACETQ	Aceto Corp	price	0.11
20200819	ACETQ	Aceto Corp	Prev. Close	0.1
20200819	ACETQ	Aceto Corp	Day's Range	0.08 - 0.11
20200819	ACETQ	Aceto Corp	Revenue	N/A
20200819	ACETQ	Aceto Corp	Open	0.08
20200819	ACETQ	Aceto Corp	52 wk Range	0.07 - 0.19
20200819	ACETQ	Aceto Corp	EPS	 - 11.76
20200819	ACETQ	Aceto Corp	Volume	N/A
20200819	ACETQ	Aceto Corp	Market Cap	3.39M
20200819	ACETQ	Aceto Corp	Dividend (Yield)	0.09 (48.9%)
20200819	ACETQ	Aceto Corp	Average Vol. (3m)	4897
20200819	ACETQ	Aceto Corp	P/E Ratio	N/A
20200819	ACETQ	Aceto Corp	Beta	1.51
20200819	ACETQ	Aceto Corp	1-Year Change	 - 45%
20200819	ACETQ	Aceto Corp	Shares Outstanding	30839470
20200819	ACETQ	Aceto Corp	Next Earnings Date	Sep 02 2020
20200819	ACHN	Achillion Pharmaceuticals Inc	industry	Major Drugs
20200819	ACHN	Achillion Pharmaceuticals Inc	sector	Healthcare
20200819	ACHN	Achillion Pharmaceuticals Inc	price	6.76
20200819	ACHN	Achillion Pharmaceuticals Inc	Prev. Close	6.13
20200819	ACHN	Achillion Pharmaceuticals Inc	Day's Range	6.75 - 7.01
20200819	ACHN	Achillion Pharmaceuticals Inc	Revenue	N/A
20200819	ACHN	Achillion Pharmaceuticals Inc	Open	6.98
20200819	ACHN	Achillion Pharmaceuticals Inc	52 wk Range	3.48 - 7.01
20200819	ACHN	Achillion Pharmaceuticals Inc	EPS	 - 0.54
20200819	ACHN	Achillion Pharmaceuticals Inc	Volume	N/A
20200819	ACHN	Achillion Pharmaceuticals Inc	Market Cap	946.72M
20200819	ACHN	Achillion Pharmaceuticals Inc	Dividend (Yield)	N/A (N/A)
20200819	ACHN	Achillion Pharmaceuticals Inc	Average Vol. (3m)	105653224
20200819	ACHN	Achillion Pharmaceuticals Inc	P/E Ratio	N/A
20200819	ACHN	Achillion Pharmaceuticals Inc	Beta	1.73
20200819	ACHN	Achillion Pharmaceuticals Inc	1-Year Change	45.38%
20200819	ACHN	Achillion Pharmaceuticals Inc	Shares Outstanding	140046647
20200819	ACHN	Achillion Pharmaceuticals Inc	Next Earnings Date	Aug 19 2020
20200819	ACIW	ACI Worldwide Inc	industry	Software & Programming
20200819	ACIW	ACI Worldwide Inc	sector	Technology
20200819	ACIW	ACI Worldwide Inc	price	30.84
20200819	ACIW	ACI Worldwide Inc	Prev. Close	30.84
20200819	ACIW	ACI Worldwide Inc	Day's Range	30.71 - 31.1
20200819	ACIW	ACI Worldwide Inc	Revenue	1.35B
20200819	ACIW	ACI Worldwide Inc	Open	30.85
20200819	ACIW	ACI Worldwide Inc	52 wk Range	20.28 - 39.37
20200819	ACIW	ACI Worldwide Inc	EPS	0.65
20200819	ACIW	ACI Worldwide Inc	Volume	743033
20200819	ACIW	ACI Worldwide Inc	Market Cap	3.59B
20200819	ACIW	ACI Worldwide Inc	Dividend (Yield)	N/A (N/A)
20200819	ACIW	ACI Worldwide Inc	Average Vol. (3m)	663379
20200819	ACIW	ACI Worldwide Inc	P/E Ratio	47.58
20200819	ACIW	ACI Worldwide Inc	Beta	1.33
20200819	ACIW	ACI Worldwide Inc	1-Year Change	4.37%
20200819	ACIW	ACI Worldwide Inc	Shares Outstanding	116388958
20200819	ACIW	ACI Worldwide Inc	Next Earnings Date	Nov 05 2020
20200819	ACNB	ACNB Corporation	industry	Regional Banks
20200819	ACNB	ACNB Corporation	sector	Financial
20200819	ACNB	ACNB Corporation	price	22.18
20200819	ACNB	ACNB Corporation	Prev. Close	22.18
20200819	ACNB	ACNB Corporation	Day's Range	22.18 - 23.26
20200819	ACNB	ACNB Corporation	Revenue	51.56M
20200819	ACNB	ACNB Corporation	Open	23.26
20200819	ACNB	ACNB Corporation	52 wk Range	20.05 - 37.87
20200819	ACNB	ACNB Corporation	EPS	2.14
20200819	ACNB	ACNB Corporation	Volume	11371
20200819	ACNB	ACNB Corporation	Market Cap	192.87M
20200819	ACNB	ACNB Corporation	Dividend (Yield)	1.00 (4.26%)
20200819	ACNB	ACNB Corporation	Average Vol. (3m)	18172
20200819	ACNB	ACNB Corporation	P/E Ratio	10.93
20200819	ACNB	ACNB Corporation	Beta	 - 0.03
20200819	ACNB	ACNB Corporation	1-Year Change	 - 36.81%
20200819	ACNB	ACNB Corporation	Shares Outstanding	8695839
20200819	ACNB	ACNB Corporation	Next Earnings Date	N/A
20200819	ACOR	Acorda Therapeutics Inc	industry	Biotechnology & Drugs
20200819	ACOR	Acorda Therapeutics Inc	sector	Healthcare
20200819	ACOR	Acorda Therapeutics Inc	price	0.608
20200819	ACOR	Acorda Therapeutics Inc	Prev. Close	0.608
20200819	ACOR	Acorda Therapeutics Inc	Day's Range	0.6 - 0.63
20200819	ACOR	Acorda Therapeutics Inc	Revenue	159.94M
20200819	ACOR	Acorda Therapeutics Inc	Open	0.63
20200819	ACOR	Acorda Therapeutics Inc	52 wk Range	0.6 - 4.46
20200819	ACOR	Acorda Therapeutics Inc	EPS	 - 4.67
20200819	ACOR	Acorda Therapeutics Inc	Volume	1543848
20200819	ACOR	Acorda Therapeutics Inc	Market Cap	29.19M
20200819	ACOR	Acorda Therapeutics Inc	Dividend (Yield)	N/A (N/A)
20200819	ACOR	Acorda Therapeutics Inc	Average Vol. (3m)	2362403
20200819	ACOR	Acorda Therapeutics Inc	P/E Ratio	N/A
20200819	ACOR	Acorda Therapeutics Inc	Beta	1.57
20200819	ACOR	Acorda Therapeutics Inc	1-Year Change	 - 79.25%
20200819	ACOR	Acorda Therapeutics Inc	Shares Outstanding	47979115
20200819	ACOR	Acorda Therapeutics Inc	Next Earnings Date	Oct 22 2020
20200819	ACFN	Acorn Energy Inc	industry	Software & Programming
20200819	ACFN	Acorn Energy Inc	sector	Technology
20200819	ACFN	Acorn Energy Inc	price	0.370
20200819	ACFN	Acorn Energy Inc	Prev. Close	0.36
20200819	ACFN	Acorn Energy Inc	Day's Range	0.323 - 0.37
20200819	ACFN	Acorn Energy Inc	Revenue	5.51M
20200819	ACFN	Acorn Energy Inc	Open	0.323
20200819	ACFN	Acorn Energy Inc	52 wk Range	0.11 - 0.4
20200819	ACFN	Acorn Energy Inc	EPS	 - 0.02
20200819	ACFN	Acorn Energy Inc	Volume	49690
20200819	ACFN	Acorn Energy Inc	Market Cap	14.68M
20200819	ACFN	Acorn Energy Inc	Dividend (Yield)	N/A (N/A)
20200819	ACFN	Acorn Energy Inc	Average Vol. (3m)	35386
20200819	ACFN	Acorn Energy Inc	P/E Ratio	N/A
20200819	ACFN	Acorn Energy Inc	Beta	1.69
20200819	ACFN	Acorn Energy Inc	1-Year Change	34.55%
20200819	ACFN	Acorn Energy Inc	Shares Outstanding	39687589
20200819	ACFN	Acorn Energy Inc	Next Earnings Date	Nov 11 2020
20200819	ATVI	Activision Blizzard Inc	industry	Software & Programming
20200819	ATVI	Activision Blizzard Inc	sector	Technology
20200819	ATVI	Activision Blizzard Inc	price	83.13
20200819	ATVI	Activision Blizzard Inc	Prev. Close	83.13
20200819	ATVI	Activision Blizzard Inc	Day's Range	81.59 - 83.28
20200819	ATVI	Activision Blizzard Inc	Revenue	6.99B
20200819	ATVI	Activision Blizzard Inc	Open	82.6
20200819	ATVI	Activision Blizzard Inc	52 wk Range	47.16 - 87.52
20200819	ATVI	Activision Blizzard Inc	EPS	2.34
20200819	ATVI	Activision Blizzard Inc	Volume	4479265
20200819	ATVI	Activision Blizzard Inc	Market Cap	64.17B
20200819	ATVI	Activision Blizzard Inc	Dividend (Yield)	0.37 (0.51%)
20200819	ATVI	Activision Blizzard Inc	Average Vol. (3m)	7228523
20200819	ATVI	Activision Blizzard Inc	P/E Ratio	34.32
20200819	ATVI	Activision Blizzard Inc	Beta	0.69
20200819	ATVI	Activision Blizzard Inc	1-Year Change	73.48%
20200819	ATVI	Activision Blizzard Inc	Shares Outstanding	771872058
20200819	ATVI	Activision Blizzard Inc	Next Earnings Date	Nov 05 2020
20200819	EPAC	Actuant Corp	industry	Misc. Fabricated Products
20200819	EPAC	Actuant Corp	sector	Basic Materials
20200819	EPAC	Actuant Corp	price	20.52
20200819	EPAC	Actuant Corp	Prev. Close	20.52
20200819	EPAC	Actuant Corp	Day's Range	20.4 - 20.86
20200819	EPAC	Actuant Corp	Revenue	1.04B
20200819	EPAC	Actuant Corp	Open	20.86
20200819	EPAC	Actuant Corp	52 wk Range	13.35 - 27.94
20200819	EPAC	Actuant Corp	EPS	 - 0.05
20200819	EPAC	Actuant Corp	Volume	226235
20200819	EPAC	Actuant Corp	Market Cap	1.23B
20200819	EPAC	Actuant Corp	Dividend (Yield)	0.04 (0.19%)
20200819	EPAC	Actuant Corp	Average Vol. (3m)	367145
20200819	EPAC	Actuant Corp	P/E Ratio	N/A
20200819	EPAC	Actuant Corp	Beta	1.41
20200819	EPAC	Actuant Corp	1-Year Change	 - 6.77%
20200819	EPAC	Actuant Corp	Shares Outstanding	59768998
20200819	EPAC	Actuant Corp	Next Earnings Date	Sep 23 2020
20200819	ACUR	Acura Pharmaceuticals Inc	industry	Biotechnology & Drugs
20200819	ACUR	Acura Pharmaceuticals Inc	sector	Healthcare
20200819	ACUR	Acura Pharmaceuticals Inc	price	0.250
20200819	ACUR	Acura Pharmaceuticals Inc	Prev. Close	0.29
20200819	ACUR	Acura Pharmaceuticals Inc	Day's Range	0.235 - 0.29
20200819	ACUR	Acura Pharmaceuticals Inc	Revenue	3.68M
20200819	ACUR	Acura Pharmaceuticals Inc	Open	0.29
20200819	ACUR	Acura Pharmaceuticals Inc	52 wk Range	0.12 - 0.63
20200819	ACUR	Acura Pharmaceuticals Inc	EPS	 - 0.17
20200819	ACUR	Acura Pharmaceuticals Inc	Volume	1257
20200819	ACUR	Acura Pharmaceuticals Inc	Market Cap	5.41M
20200819	ACUR	Acura Pharmaceuticals Inc	Dividend (Yield)	N/A (N/A)
20200819	ACUR	Acura Pharmaceuticals Inc	Average Vol. (3m)	9289
20200819	ACUR	Acura Pharmaceuticals Inc	P/E Ratio	N/A
20200819	ACUR	Acura Pharmaceuticals Inc	Beta	1.01
20200819	ACUR	Acura Pharmaceuticals Inc	1-Year Change	7.3%
20200819	ACUR	Acura Pharmaceuticals Inc	Shares Outstanding	21650294
20200819	ACUR	Acura Pharmaceuticals Inc	Next Earnings Date	N/A
20200819	ADUS	Addus HomeCare Corporation	industry	Healthcare Facilities
20200819	ADUS	Addus HomeCare Corporation	sector	Healthcare
20200819	ADUS	Addus HomeCare Corporation	price	96.69
20200819	ADUS	Addus HomeCare Corporation	Prev. Close	96.69
20200819	ADUS	Addus HomeCare Corporation	Day's Range	95.54 - 96.99
20200819	ADUS	Addus HomeCare Corporation	Revenue	319.49M
20200819	ADUS	Addus HomeCare Corporation	Open	95.86
20200819	ADUS	Addus HomeCare Corporation	52 wk Range	43.12 - 106.98
20200819	ADUS	Addus HomeCare Corporation	EPS	1.51
20200819	ADUS	Addus HomeCare Corporation	Volume	90687
20200819	ADUS	Addus HomeCare Corporation	Market Cap	1.51B
20200819	ADUS	Addus HomeCare Corporation	Dividend (Yield)	N/A (N/A)
20200819	ADUS	Addus HomeCare Corporation	Average Vol. (3m)	116318
20200819	ADUS	Addus HomeCare Corporation	P/E Ratio	62.91
20200819	ADUS	Addus HomeCare Corporation	Beta	0.52
20200819	ADUS	Addus HomeCare Corporation	1-Year Change	11.05%
20200819	ADUS	Addus HomeCare Corporation	Shares Outstanding	15664952
20200819	ADUS	Addus HomeCare Corporation	Next Earnings Date	Nov 09 2020
20200819	AEY	ADDvantage Technologies Group Inc	industry	Electronic Instr. & Controls
20200819	AEY	ADDvantage Technologies Group Inc	sector	Technology
20200819	AEY	ADDvantage Technologies Group Inc	price	2.210
20200819	AEY	ADDvantage Technologies Group Inc	Prev. Close	2.21
20200819	AEY	ADDvantage Technologies Group Inc	Day's Range	2.16 - 2.28
20200819	AEY	ADDvantage Technologies Group Inc	Revenue	61.34M
20200819	AEY	ADDvantage Technologies Group Inc	Open	2.28
20200819	AEY	ADDvantage Technologies Group Inc	52 wk Range	1.5 - 6.49
20200819	AEY	ADDvantage Technologies Group Inc	EPS	 - 1.73
20200819	AEY	ADDvantage Technologies Group Inc	Volume	102874
20200819	AEY	ADDvantage Technologies Group Inc	Market Cap	26.05M
20200819	AEY	ADDvantage Technologies Group Inc	Dividend (Yield)	N/A (N/A)
20200819	AEY	ADDvantage Technologies Group Inc	Average Vol. (3m)	385359
20200819	AEY	ADDvantage Technologies Group Inc	P/E Ratio	N/A
20200819	AEY	ADDvantage Technologies Group Inc	Beta	0.02
20200819	AEY	ADDvantage Technologies Group Inc	1-Year Change	20.77%
