20200818,ABT,price,Abbott Laboratories,100.71
20200818,ABT,Prev. Close,Abbott Laboratories,100.71
20200818,ABT,Day's Range,Abbott Laboratories,100.21 - 101.42
20200818,ABT,Revenue,Abbott Laboratories,31.44B
20200818,ABT,Open,Abbott Laboratories,100.3
20200818,ABT,52 wk Range,Abbott Laboratories,61.61 - 102.89
20200818,ABT,EPS,Abbott Laboratories,1.73
20200818,ABT,Volume,Abbott Laboratories,4657356
20200818,ABT,Market Cap,Abbott Laboratories,178.31B
20200818,ABT,Dividend (Yield),Abbott Laboratories,1.44 (1.44%)
20200818,ABT,Average Vol. (3m),Abbott Laboratories,5380537
20200818,ABT,P/E Ratio,Abbott Laboratories,57.84
20200818,ABT,Beta,Abbott Laboratories,0.93
20200818,ABT,1-Year Change,Abbott Laboratories,18.79%
20200818,ABT,Shares Outstanding,Abbott Laboratories,1770529999
20200818,ABT,Next Earnings Date,Abbott Laboratories,Oct 14 2020
20200818,ANF,industry,Abercrombie & Fitch Company,Retail (Apparel)
20200818,ANF,sector,Abercrombie & Fitch Company,Services
20200818,ANF,price,Abercrombie & Fitch Company,11.14
20200818,ANF,Prev. Close,Abercrombie & Fitch Company,11.14
20200818,ANF,Day's Range,Abercrombie & Fitch Company,10.73 - 11.34
20200818,ANF,Revenue,Abercrombie & Fitch Company,3.37B
20200818,ANF,Open,Abercrombie & Fitch Company,10.85
20200818,ANF,52 wk Range,Abercrombie & Fitch Company,7.41 - 18.83
20200818,ANF,EPS,Abercrombie & Fitch Company,-3.06
20200818,ANF,Volume,Abercrombie & Fitch Company,1848627
20200818,ANF,Market Cap,Abercrombie & Fitch Company,694.87M
20200818,ANF,Dividend (Yield),Abercrombie & Fitch Company,0.8 (7.04%)
20200818,ANF,Average Vol. (3m),Abercrombie & Fitch Company,2554593
20200818,ANF,P/E Ratio,Abercrombie & Fitch Company,N/A
20200818,ANF,Beta,Abercrombie & Fitch Company,1.4
20200818,ANF,1-Year Change,Abercrombie & Fitch Company,-28.73%
20200818,ANF,Shares Outstanding,Abercrombie & Fitch Company,62375867
20200818,ANF,Next Earnings Date,Abercrombie & Fitch Company,Aug 27 2020
20200818,ABMD,industry,ABIOMED Inc,Medical Equipment & Supplies
20200818,ABMD,sector,ABIOMED Inc,Healthcare
20200818,ABMD,price,ABIOMED Inc,309.55
20200818,ABMD,Prev. Close,ABIOMED Inc,309.55
20200818,ABMD,Day's Range,ABIOMED Inc,305.68 - 313.8
20200818,ABMD,Revenue,ABIOMED Inc,798.06M
20200818,ABMD,Open,ABIOMED Inc,307.76
20200818,ABMD,52 wk Range,ABIOMED Inc,119.01 - 319.19
20200818,ABMD,EPS,ABIOMED Inc,3.48
20200818,ABMD,Volume,ABIOMED Inc,189405
20200818,ABMD,Market Cap,ABIOMED Inc,13.94B
20200818,ABMD,Dividend (Yield),ABIOMED Inc,N/A (N/A)
20200818,ABMD,Average Vol. (3m),ABIOMED Inc,422993
20200818,ABMD,P/E Ratio,ABIOMED Inc,88.35
20200818,ABMD,Beta,ABIOMED Inc,1.18
20200818,ABMD,1-Year Change,ABIOMED Inc,60.38%
20200818,ABMD,Shares Outstanding,ABIOMED Inc,45047262
20200818,ABMD,Next Earnings Date,ABIOMED Inc,Oct 29 2020
20200818,AXAS,industry,Abraxas Petroleum Corporation,Oil & Gas Operations
20200818,AXAS,sector,Abraxas Petroleum Corporation,Energy
20200818,AXAS,price,Abraxas Petroleum Corporation,0.1726
20200818,AXAS,Prev. Close,Abraxas Petroleum Corporation,0.1726
20200818,AXAS,Day's Range,Abraxas Petroleum Corporation,0.1637 - 0.1897
20200818,AXAS,Revenue,Abraxas Petroleum Corporation,77.54M
20200818,AXAS,Open,Abraxas Petroleum Corporation,0.1889
20200818,AXAS,52 wk Range,Abraxas Petroleum Corporation,0.09 - 0.68
20200818,AXAS,EPS,Abraxas Petroleum Corporation,-0.56
20200818,AXAS,Volume,Abraxas Petroleum Corporation,9631317
20200818,AXAS,Market Cap,Abraxas Petroleum Corporation,29.01M
20200818,AXAS,Dividend (Yield),Abraxas Petroleum Corporation,N/A (N/A)
20200818,AXAS,Average Vol. (3m),Abraxas Petroleum Corporation,6984327
20200818,AXAS,P/E Ratio,Abraxas Petroleum Corporation,N/A
20200818,AXAS,Beta,Abraxas Petroleum Corporation,3.56
20200818,AXAS,1-Year Change,Abraxas Petroleum Corporation,-62.48%
20200818,AXAS,Shares Outstanding,Abraxas Petroleum Corporation,168069305
20200818,AXAS,Next Earnings Date,Abraxas Petroleum Corporation,Aug 18 2020
20200818,ACTG,industry,Acacia Research Corporation,Misc. Financial Services
20200818,ACTG,sector,Acacia Research Corporation,Financial
20200818,ACTG,price,Acacia Research Corporation,4.03
20200818,ACTG,Prev. Close,Acacia Research Corporation,4.03
20200818,ACTG,Day's Range,Acacia Research Corporation,3.96 - 4.05
20200818,ACTG,Revenue,Acacia Research Corporation,8.33M
20200818,ACTG,Open,Acacia Research Corporation,4.02
20200818,ACTG,52 wk Range,Acacia Research Corporation,1.75 - 4.46
20200818,ACTG,EPS,Acacia Research Corporation,-0.29
20200818,ACTG,Volume,Acacia Research Corporation,138578
20200818,ACTG,Market Cap,Acacia Research Corporation,198.6M
20200818,ACTG,Dividend (Yield),Acacia Research Corporation,N/A (N/A)
20200818,ACTG,Average Vol. (3m),Acacia Research Corporation,480740
20200818,ACTG,P/E Ratio,Acacia Research Corporation,N/A
20200818,ACTG,Beta,Acacia Research Corporation,0.58
20200818,ACTG,1-Year Change,Acacia Research Corporation,40.91%
20200818,ACTG,Shares Outstanding,Acacia Research Corporation,49279453
20200818,ACTG,Next Earnings Date,Acacia Research Corporation,Oct 22 2020
20200818,ACAD,industry,ACADIA Pharmaceuticals Inc,Biotechnology & Drugs
20200818,ACAD,sector,ACADIA Pharmaceuticals Inc,Healthcare
20200818,ACAD,price,ACADIA Pharmaceuticals Inc,39.46
20200818,ACAD,Prev. Close,ACADIA Pharmaceuticals Inc,39.46
20200818,ACAD,Day's Range,ACADIA Pharmaceuticals Inc,39.29 - 40.18
20200818,ACAD,Revenue,ACADIA Pharmaceuticals Inc,393.09M
20200818,ACAD,Open,ACADIA Pharmaceuticals Inc,39.67
20200818,ACAD,52 wk Range,ACADIA Pharmaceuticals Inc,23.77 - 58.72
20200818,ACAD,EPS,ACADIA Pharmaceuticals Inc,-1.47
20200818,ACAD,Volume,ACADIA Pharmaceuticals Inc,1084378
20200818,ACAD,Market Cap,ACADIA Pharmaceuticals Inc,6.22B
20200818,ACAD,Dividend (Yield),ACADIA Pharmaceuticals Inc,N/A (N/A)
20200818,ACAD,Average Vol. (3m),ACADIA Pharmaceuticals Inc,1796115
20200818,ACAD,P/E Ratio,ACADIA Pharmaceuticals Inc,N/A
20200818,ACAD,Beta,ACADIA Pharmaceuticals Inc,1.56
20200818,ACAD,1-Year Change,ACADIA Pharmaceuticals Inc,33.27%
20200818,ACAD,Shares Outstanding,ACADIA Pharmaceuticals Inc,157680830
20200818,ACAD,Next Earnings Date,ACADIA Pharmaceuticals Inc,Nov 10 2020
20200818,ACHC,industry,Acadia Healthcare Company Inc,Healthcare Facilities
20200818,ACHC,sector,Acadia Healthcare Company Inc,Healthcare
20200818,ACHC,price,Acadia Healthcare Company Inc,30.56
20200818,ACHC,Prev. Close,Acadia Healthcare Company Inc,30.56
20200818,ACHC,Day's Range,Acadia Healthcare Company Inc,30.41 - 31.17
20200818,ACHC,Revenue,Acadia Healthcare Company Inc,3.09B
20200818,ACHC,Open,Acadia Healthcare Company Inc,30.94
20200818,ACHC,52 wk Range,Acadia Healthcare Company Inc,11.1 - 35.3
20200818,ACHC,EPS,Acadia Healthcare Company Inc,1.2
20200818,ACHC,Volume,Acadia Healthcare Company Inc,307866
20200818,ACHC,Market Cap,Acadia Healthcare Company Inc,2.72B
20200818,ACHC,Dividend (Yield),Acadia Healthcare Company Inc,N/A (N/A)
20200818,ACHC,Average Vol. (3m),Acadia Healthcare Company Inc,616908
20200818,ACHC,P/E Ratio,Acadia Healthcare Company Inc,25.68
20200818,ACHC,Beta,Acadia Healthcare Company Inc,1.45
20200818,ACHC,1-Year Change,Acadia Healthcare Company Inc,11.01%
20200818,ACHC,Shares Outstanding,Acadia Healthcare Company Inc,88963135
20200818,ACHC,Next Earnings Date,Acadia Healthcare Company Inc,Nov 10 2020
20200818,ACN,industry,Accenture plc,Computer Services
20200818,ACN,sector,Accenture plc,Technology
20200818,ACN,price,Accenture plc,232.62
20200818,ACN,Prev. Close,Accenture plc,232.62
20200818,ACN,Day's Range,Accenture plc,230.98 - 233.77
20200818,ACN,Revenue,Accenture plc,44.55B
20200818,ACN,Open,Accenture plc,231.45
20200818,ACN,52 wk Range,Accenture plc,137.15 - 233.75
20200818,ACN,EPS,Accenture plc,7.68
20200818,ACN,Volume,Accenture plc,1395429
20200818,ACN,Market Cap,Accenture plc,154.53B
20200818,ACN,Dividend (Yield),Accenture plc,3.20 (1.39%)
20200818,ACN,Average Vol. (3m),Accenture plc,1965262
20200818,ACN,P/E Ratio,Accenture plc,29.99
20200818,ACN,Beta,Accenture plc,1.02
20200818,ACN,1-Year Change,Accenture plc,20.39%
20200818,ACN,Shares Outstanding,Accenture plc,664289845
20200818,ACN,Next Earnings Date,Accenture plc,Sep 24 2020
20200818,ARAY,industry,Accuray Incorporated,Medical Equipment & Supplies
20200818,ARAY,sector,Accuray Incorporated,Healthcare
20200818,ARAY,price,Accuray Incorporated,2.42
20200818,ARAY,Prev. Close,Accuray Incorporated,2.42
20200818,ARAY,Day's Range,Accuray Incorporated,2.405 - 2.58
20200818,ARAY,Revenue,Accuray Incorporated,405.38M
20200818,ARAY,Open,Accuray Incorporated,2.496
20200818,ARAY,52 wk Range,Accuray Incorporated,1.34 - 4.68
20200818,ARAY,EPS,Accuray Incorporated,0.03
20200818,ARAY,Volume,Accuray Incorporated,650457
20200818,ARAY,Market Cap,Accuray Incorporated,219.05M
20200818,ARAY,Dividend (Yield),Accuray Incorporated,N/A (N/A)
20200818,ARAY,Average Vol. (3m),Accuray Incorporated,605456
20200818,ARAY,P/E Ratio,Accuray Incorporated,97.11
20200818,ARAY,Beta,Accuray Incorporated,2.22
20200818,ARAY,1-Year Change,Accuray Incorporated,-14.49%
20200818,ARAY,Shares Outstanding,Accuray Incorporated,90516626
20200818,ARAY,Next Earnings Date,Accuray Incorporated,Nov 03 2020
20200818,ACRX,industry,AcelRx Pharmaceuticals Inc,Biotechnology & Drugs
20200818,ACRX,sector,AcelRx Pharmaceuticals Inc,Healthcare
20200818,ACRX,price,AcelRx Pharmaceuticals Inc,1.28
20200818,ACRX,Prev. Close,AcelRx Pharmaceuticals Inc,1.28
20200818,ACRX,Day's Range,AcelRx Pharmaceuticals Inc,1.25 - 1.32
20200818,ACRX,Revenue,AcelRx Pharmaceuticals Inc,4.39M
20200818,ACRX,Open,AcelRx Pharmaceuticals Inc,1.31
20200818,ACRX,52 wk Range,AcelRx Pharmaceuticals Inc,0.701 - 2.8
20200818,ACRX,EPS,AcelRx Pharmaceuticals Inc,-0.62
20200818,ACRX,Volume,AcelRx Pharmaceuticals Inc,775722
20200818,ACRX,Market Cap,AcelRx Pharmaceuticals Inc,115.61M
20200818,ACRX,Dividend (Yield),AcelRx Pharmaceuticals Inc,N/A (N/A)
20200818,ACRX,Average Vol. (3m),AcelRx Pharmaceuticals Inc,1216340
20200818,ACRX,P/E Ratio,AcelRx Pharmaceuticals Inc,N/A
20200818,ACRX,Beta,AcelRx Pharmaceuticals Inc,1.88
20200818,ACRX,1-Year Change,AcelRx Pharmaceuticals Inc,-43.61%
20200818,ACRX,Shares Outstanding,AcelRx Pharmaceuticals Inc,90324147
20200818,ACRX,Next Earnings Date,AcelRx Pharmaceuticals Inc,Oct 29 2020
20200818,ACETQ,industry,Aceto Corp,Major Drugs
20200818,ACETQ,sector,Aceto Corp,Healthcare
20200818,ACETQ,price,Aceto Corp,0.11
20200818,ACETQ,Prev. Close,Aceto Corp,0.1
20200818,ACETQ,Day's Range,Aceto Corp,0.08 - 0.11
20200818,ACETQ,Revenue,Aceto Corp,N/A
20200818,ACETQ,Open,Aceto Corp,0.08
20200818,ACETQ,52 wk Range,Aceto Corp,0.07 - 0.19
20200818,ACETQ,EPS,Aceto Corp,-11.76
20200818,ACETQ,Volume,Aceto Corp,N/A
20200818,ACETQ,Market Cap,Aceto Corp,3.39M
20200818,ACETQ,Dividend (Yield),Aceto Corp,0.09 (48.9%)
20200818,ACETQ,Average Vol. (3m),Aceto Corp,4897
20200818,ACETQ,P/E Ratio,Aceto Corp,N/A
20200818,ACETQ,Beta,Aceto Corp,1.51
20200818,ACETQ,1-Year Change,Aceto Corp,-38.89%
20200818,ACETQ,Shares Outstanding,Aceto Corp,30839470
20200818,ACETQ,Next Earnings Date,Aceto Corp,Sep 02 2020
20200818,ACHN,industry,Achillion Pharmaceuticals Inc,Major Drugs
20200818,ACHN,sector,Achillion Pharmaceuticals Inc,Healthcare
20200818,ACHN,price,Achillion Pharmaceuticals Inc,6.76
20200818,ACHN,Prev. Close,Achillion Pharmaceuticals Inc,6.13
20200818,ACHN,Day's Range,Achillion Pharmaceuticals Inc,6.75 - 7.01
20200818,ACHN,Revenue,Achillion Pharmaceuticals Inc,N/A
20200818,ACHN,Open,Achillion Pharmaceuticals Inc,6.98
20200818,ACHN,52 wk Range,Achillion Pharmaceuticals Inc,3.48 - 7.01
20200818,ACHN,EPS,Achillion Pharmaceuticals Inc,-0.54
20200818,ACHN,Volume,Achillion Pharmaceuticals Inc,N/A
20200818,ACHN,Market Cap,Achillion Pharmaceuticals Inc,946.72M
20200818,ACHN,Dividend (Yield),Achillion Pharmaceuticals Inc,N/A (N/A)
20200818,ACHN,Average Vol. (3m),Achillion Pharmaceuticals Inc,105653224
20200818,ACHN,P/E Ratio,Achillion Pharmaceuticals Inc,N/A
20200818,ACHN,Beta,Achillion Pharmaceuticals Inc,1.73
20200818,ACHN,1-Year Change,Achillion Pharmaceuticals Inc,41.72%
20200818,ACHN,Shares Outstanding,Achillion Pharmaceuticals Inc,140046647
20200818,ACHN,Next Earnings Date,Achillion Pharmaceuticals Inc,Aug 18 2020
20200818,ACIW,industry,ACI Worldwide Inc,Software & Programming
20200818,ACIW,sector,ACI Worldwide Inc,Technology
20200818,ACIW,price,ACI Worldwide Inc,30.96
20200818,ACIW,Prev. Close,ACI Worldwide Inc,30.96
20200818,ACIW,Day's Range,ACI Worldwide Inc,30.78 - 31.17
20200818,ACIW,Revenue,ACI Worldwide Inc,1.35B
20200818,ACIW,Open,ACI Worldwide Inc,30.88
20200818,ACIW,52 wk Range,ACI Worldwide Inc,20.28 - 39.37
20200818,ACIW,EPS,ACI Worldwide Inc,0.65
20200818,ACIW,Volume,ACI Worldwide Inc,785432
20200818,ACIW,Market Cap,ACI Worldwide Inc,3.6B
20200818,ACIW,Dividend (Yield),ACI Worldwide Inc,N/A (N/A)
20200818,ACIW,Average Vol. (3m),ACI Worldwide Inc,667473
20200818,ACIW,P/E Ratio,ACI Worldwide Inc,47.58
20200818,ACIW,Beta,ACI Worldwide Inc,1.33
20200818,ACIW,1-Year Change,ACI Worldwide Inc,5.34%
20200818,ACIW,Shares Outstanding,ACI Worldwide Inc,116388958
20200818,ACIW,Next Earnings Date,ACI Worldwide Inc,Nov 05 2020
20200818,ACNB,industry,ACNB Corporation,Regional Banks
20200818,ACNB,sector,ACNB Corporation,Financial
20200818,ACNB,price,ACNB Corporation,23.5
20200818,ACNB,Prev. Close,ACNB Corporation,23.5
20200818,ACNB,Day's Range,ACNB Corporation,22.71 - 23.73
20200818,ACNB,Revenue,ACNB Corporation,51.56M
20200818,ACNB,Open,ACNB Corporation,23.08
20200818,ACNB,52 wk Range,ACNB Corporation,20.05 - 37.87
20200818,ACNB,EPS,ACNB Corporation,2.14
20200818,ACNB,Volume,ACNB Corporation,14453
20200818,ACNB,Market Cap,ACNB Corporation,204.35M
20200818,ACNB,Dividend (Yield),ACNB Corporation,1.00 (4.28%)
20200818,ACNB,Average Vol. (3m),ACNB Corporation,18688
20200818,ACNB,P/E Ratio,ACNB Corporation,10.93
20200818,ACNB,Beta,ACNB Corporation,-0.03
20200818,ACNB,1-Year Change,ACNB Corporation,-32.95%
20200818,ACNB,Shares Outstanding,ACNB Corporation,8695839
20200818,ACNB,Next Earnings Date,ACNB Corporation,N/A
20200818,ACOR,industry,Acorda Therapeutics Inc,Biotechnology & Drugs
20200818,ACOR,sector,Acorda Therapeutics Inc,Healthcare
20200818,ACOR,price,Acorda Therapeutics Inc,0.634
20200818,ACOR,Prev. Close,Acorda Therapeutics Inc,0.634
20200818,ACOR,Day's Range,Acorda Therapeutics Inc,0.617 - 0.678
20200818,ACOR,Revenue,Acorda Therapeutics Inc,159.94M
20200818,ACOR,Open,Acorda Therapeutics Inc,0.674
20200818,ACOR,52 wk Range,Acorda Therapeutics Inc,0.604 - 4.46
20200818,ACOR,EPS,Acorda Therapeutics Inc,-4.67
20200818,ACOR,Volume,Acorda Therapeutics Inc,2129703
20200818,ACOR,Market Cap,Acorda Therapeutics Inc,30.41M
20200818,ACOR,Dividend (Yield),Acorda Therapeutics Inc,N/A (N/A)
20200818,ACOR,Average Vol. (3m),Acorda Therapeutics Inc,2385360
20200818,ACOR,P/E Ratio,Acorda Therapeutics Inc,N/A
20200818,ACOR,Beta,Acorda Therapeutics Inc,1.57
20200818,ACOR,1-Year Change,Acorda Therapeutics Inc,-76.52%
20200818,ACOR,Shares Outstanding,Acorda Therapeutics Inc,47979115
20200818,ACOR,Next Earnings Date,Acorda Therapeutics Inc,Oct 22 2020
20200818,ACFN,industry,Acorn Energy Inc,Software & Programming
20200818,ACFN,sector,Acorn Energy Inc,Technology
20200818,ACFN,price,Acorn Energy Inc,0.36
20200818,ACFN,Prev. Close,Acorn Energy Inc,0.35
20200818,ACFN,Day's Range,Acorn Energy Inc,0.316 - 0.37
20200818,ACFN,Revenue,Acorn Energy Inc,5.51M
20200818,ACFN,Open,Acorn Energy Inc,0.37
20200818,ACFN,52 wk Range,Acorn Energy Inc,0.11 - 0.4
20200818,ACFN,EPS,Acorn Energy Inc,-0.02
20200818,ACFN,Volume,Acorn Energy Inc,61086
20200818,ACFN,Market Cap,Acorn Energy Inc,14.29M
20200818,ACFN,Dividend (Yield),Acorn Energy Inc,N/A (N/A)
20200818,ACFN,Average Vol. (3m),Acorn Energy Inc,34978
20200818,ACFN,P/E Ratio,Acorn Energy Inc,N/A
20200818,ACFN,Beta,Acorn Energy Inc,1.69
20200818,ACFN,1-Year Change,Acorn Energy Inc,37.93%
20200818,ACFN,Shares Outstanding,Acorn Energy Inc,39687589
20200818,ACFN,Next Earnings Date,Acorn Energy Inc,Nov 11 2020
20200818,ATVI,industry,Activision Blizzard Inc,Software & Programming
20200818,ATVI,sector,Activision Blizzard Inc,Technology
20200818,ATVI,price,Activision Blizzard Inc,81.99
20200818,ATVI,Prev. Close,Activision Blizzard Inc,81.99
20200818,ATVI,Day's Range,Activision Blizzard Inc,80.17 - 82.05
20200818,ATVI,Revenue,Activision Blizzard Inc,6.99B
20200818,ATVI,Open,Activision Blizzard Inc,80.97
20200818,ATVI,52 wk Range,Activision Blizzard Inc,47.16 - 87.52
20200818,ATVI,EPS,Activision Blizzard Inc,2.34
20200818,ATVI,Volume,Activision Blizzard Inc,7091775
20200818,ATVI,Market Cap,Activision Blizzard Inc,63.29B
20200818,ATVI,Dividend (Yield),Activision Blizzard Inc,0.37 (0.51%)
20200818,ATVI,Average Vol. (3m),Activision Blizzard Inc,7280323
20200818,ATVI,P/E Ratio,Activision Blizzard Inc,34.32
20200818,ATVI,Beta,Activision Blizzard Inc,0.69
20200818,ATVI,1-Year Change,Activision Blizzard Inc,75.72%
20200818,ATVI,Shares Outstanding,Activision Blizzard Inc,771872058
20200818,ATVI,Next Earnings Date,Activision Blizzard Inc,Nov 05 2020
20200818,EPAC,industry,Actuant Corp,Misc. Fabricated Products
20200818,EPAC,sector,Actuant Corp,Basic Materials
20200818,EPAC,price,Actuant Corp,20.93
20200818,EPAC,Prev. Close,Actuant Corp,20.93
20200818,EPAC,Day's Range,Actuant Corp,20.9 - 21.48
20200818,EPAC,Revenue,Actuant Corp,1.04B
20200818,EPAC,Open,Actuant Corp,21.48
20200818,EPAC,52 wk Range,Actuant Corp,13.35 - 27.94
20200818,EPAC,EPS,Actuant Corp,-0.05
20200818,EPAC,Volume,Actuant Corp,246337
20200818,EPAC,Market Cap,Actuant Corp,1.25B
20200818,EPAC,Dividend (Yield),Actuant Corp,0.04 (0.19%)
20200818,EPAC,Average Vol. (3m),Actuant Corp,371583
20200818,EPAC,P/E Ratio,Actuant Corp,N/A
20200818,EPAC,Beta,Actuant Corp,1.41
20200818,EPAC,1-Year Change,Actuant Corp,-2.92%
20200818,EPAC,Shares Outstanding,Actuant Corp,59768998
20200818,EPAC,Next Earnings Date,Actuant Corp,Sep 23 2020
20200818,ACUR,industry,Acura Pharmaceuticals Inc,Biotechnology & Drugs
20200818,ACUR,sector,Acura Pharmaceuticals Inc,Healthcare
20200818,ACUR,price,Acura Pharmaceuticals Inc,0.29
20200818,ACUR,Prev. Close,Acura Pharmaceuticals Inc,0.288
20200818,ACUR,Day's Range,Acura Pharmaceuticals Inc,0.25 - 0.3
20200818,ACUR,Revenue,Acura Pharmaceuticals Inc,3.68M
20200818,ACUR,Open,Acura Pharmaceuticals Inc,0.25
20200818,ACUR,52 wk Range,Acura Pharmaceuticals Inc,0.12 - 0.63
20200818,ACUR,EPS,Acura Pharmaceuticals Inc,-0.17
20200818,ACUR,Volume,Acura Pharmaceuticals Inc,3595
20200818,ACUR,Market Cap,Acura Pharmaceuticals Inc,6.28M
20200818,ACUR,Dividend (Yield),Acura Pharmaceuticals Inc,N/A (N/A)
20200818,ACUR,Average Vol. (3m),Acura Pharmaceuticals Inc,9430
20200818,ACUR,P/E Ratio,Acura Pharmaceuticals Inc,N/A
20200818,ACUR,Beta,Acura Pharmaceuticals Inc,1.01
20200818,ACUR,1-Year Change,Acura Pharmaceuticals Inc,25.54%
20200818,ACUR,Shares Outstanding,Acura Pharmaceuticals Inc,21650294
20200818,ACUR,Next Earnings Date,Acura Pharmaceuticals Inc,N/A
20200818,ADUS,industry,Addus HomeCare Corporation,Healthcare Facilities
20200818,ADUS,sector,Addus HomeCare Corporation,Healthcare
20200818,ADUS,price,Addus HomeCare Corporation,95.82
20200818,ADUS,Prev. Close,Addus HomeCare Corporation,95.82
20200818,ADUS,Day's Range,Addus HomeCare Corporation,92.79 - 96.29
20200818,ADUS,Revenue,Addus HomeCare Corporation,319.49M
20200818,ADUS,Open,Addus HomeCare Corporation,94.17
20200818,ADUS,52 wk Range,Addus HomeCare Corporation,43.12 - 106.98
20200818,ADUS,EPS,Addus HomeCare Corporation,1.51
20200818,ADUS,Volume,Addus HomeCare Corporation,82358
20200818,ADUS,Market Cap,Addus HomeCare Corporation,1.5B
20200818,ADUS,Dividend (Yield),Addus HomeCare Corporation,N/A (N/A)
20200818,ADUS,Average Vol. (3m),Addus HomeCare Corporation,116630
20200818,ADUS,P/E Ratio,Addus HomeCare Corporation,62.91
20200818,ADUS,Beta,Addus HomeCare Corporation,0.52
20200818,ADUS,1-Year Change,Addus HomeCare Corporation,8.36%
20200818,ADUS,Shares Outstanding,Addus HomeCare Corporation,15664952
20200818,ADUS,Next Earnings Date,Addus HomeCare Corporation,Nov 09 2020
20200818,AEY,industry,ADDvantage Technologies Group Inc,Electronic Instr. & Controls
20200818,AEY,sector,ADDvantage Technologies Group Inc,Technology
20200818,AEY,price,ADDvantage Technologies Group Inc,2.24
20200818,AEY,Prev. Close,ADDvantage Technologies Group Inc,2.24
20200818,AEY,Day's Range,ADDvantage Technologies Group Inc,2.17 - 2.33
20200818,AEY,Revenue,ADDvantage Technologies Group Inc,61.34M
20200818,AEY,Open,ADDvantage Technologies Group Inc,2.2
20200818,AEY,52 wk Range,ADDvantage Technologies Group Inc,1.5 - 6.49
20200818,AEY,EPS,ADDvantage Technologies Group Inc,-1.73
20200818,AEY,Volume,ADDvantage Technologies Group Inc,115648
20200818,AEY,Market Cap,ADDvantage Technologies Group Inc,26.41M
20200818,AEY,Dividend (Yield),ADDvantage Technologies Group Inc,N/A (N/A)
20200818,AEY,Average Vol. (3m),ADDvantage Technologies Group Inc,386696
20200818,AEY,P/E Ratio,ADDvantage Technologies Group Inc,N/A
20200818,AEY,Beta,ADDvantage Technologies Group Inc,0.02
20200818,AEY,1-Year Change,ADDvantage Technologies Group Inc,22.40%
20200818,AEY,Shares Outstanding,ADDvantage Technologies Group Inc,11788940
20200818,AEY,Next Earnings Date,ADDvantage Technologies Group Inc,N/A
