Abraxas Petroleum Corporation|AXAS|sector|Energy
Abraxas Petroleum Corporation|AXAS|price|0.1845
Abraxas Petroleum Corporation|AXAS|Prev. Close|0.1845
Abraxas Petroleum Corporation|AXAS|Day's Range|0.1819 - 0.1876
Abraxas Petroleum Corporation|AXAS|Revenue|77.54M
Abraxas Petroleum Corporation|AXAS|Open|0.1871
Abraxas Petroleum Corporation|AXAS|52 wk Range|0.09 - 0.68
Abraxas Petroleum Corporation|AXAS|EPS| - 0.56
Abraxas Petroleum Corporation|AXAS|Volume|3417756
Abraxas Petroleum Corporation|AXAS|Market Cap|31.01M
Abraxas Petroleum Corporation|AXAS|Dividend (Yield)|N/A (N/A)
Abraxas Petroleum Corporation|AXAS|Average Vol. (3m)|6967851
Abraxas Petroleum Corporation|AXAS|P/E Ratio|N/A
Abraxas Petroleum Corporation|AXAS|Beta|3.56
Abraxas Petroleum Corporation|AXAS|1-Year Change| - 59.89%
Abraxas Petroleum Corporation|AXAS|Shares Outstanding|168069305
Abraxas Petroleum Corporation|AXAS|Next Earnings Date|Aug 17 2020
Acacia Research Corporation|ACTG|industry|Misc. Financial Services
Acacia Research Corporation|ACTG|sector|Financial
Acacia Research Corporation|ACTG|price|4.000
Acacia Research Corporation|ACTG|Prev. Close|4
Acacia Research Corporation|ACTG|Day's Range|3.96 - 4.13
Acacia Research Corporation|ACTG|Revenue|8.33M
Acacia Research Corporation|ACTG|Open|4.13
Acacia Research Corporation|ACTG|52 wk Range|1.75 - 4.46
Acacia Research Corporation|ACTG|EPS| - 0.29
Acacia Research Corporation|ACTG|Volume|263320
Acacia Research Corporation|ACTG|Market Cap|197.12M
Acacia Research Corporation|ACTG|Dividend (Yield)|N/A (N/A)
Acacia Research Corporation|ACTG|Average Vol. (3m)|481502
Acacia Research Corporation|ACTG|P/E Ratio|N/A
Acacia Research Corporation|ACTG|Beta|0.58
Acacia Research Corporation|ACTG|1-Year Change|39.86%
Acacia Research Corporation|ACTG|Shares Outstanding|49279453
Acacia Research Corporation|ACTG|Next Earnings Date|Oct 22 2020
ACADIA Pharmaceuticals Inc|ACAD|industry|Biotechnology & Drugs
ACADIA Pharmaceuticals Inc|ACAD|sector|Healthcare
ACADIA Pharmaceuticals Inc|ACAD|price|39.35
ACADIA Pharmaceuticals Inc|ACAD|Prev. Close|39.35
ACADIA Pharmaceuticals Inc|ACAD|Day's Range|39.23 - 39.99
ACADIA Pharmaceuticals Inc|ACAD|Revenue|393.09M
ACADIA Pharmaceuticals Inc|ACAD|Open|39.85
ACADIA Pharmaceuticals Inc|ACAD|52 wk Range|23.77 - 58.72
ACADIA Pharmaceuticals Inc|ACAD|EPS| - 1.47
ACADIA Pharmaceuticals Inc|ACAD|Volume|960285
ACADIA Pharmaceuticals Inc|ACAD|Market Cap|6.2B
ACADIA Pharmaceuticals Inc|ACAD|Dividend (Yield)|N/A (N/A)
ACADIA Pharmaceuticals Inc|ACAD|Average Vol. (3m)|1798833
ACADIA Pharmaceuticals Inc|ACAD|P/E Ratio|N/A
ACADIA Pharmaceuticals Inc|ACAD|Beta|1.56
ACADIA Pharmaceuticals Inc|ACAD|1-Year Change|32.89%
ACADIA Pharmaceuticals Inc|ACAD|Shares Outstanding|157680830
ACADIA Pharmaceuticals Inc|ACAD|Next Earnings Date|Nov 10 2020
Acadia Healthcare Company Inc|ACHC|industry|Healthcare Facilities
Acadia Healthcare Company Inc|ACHC|sector|Healthcare
Acadia Healthcare Company Inc|ACHC|price|30.82
Acadia Healthcare Company Inc|ACHC|Prev. Close|30.82
Acadia Healthcare Company Inc|ACHC|Day's Range|30.07 - 30.91
Acadia Healthcare Company Inc|ACHC|Revenue|3.09B
Acadia Healthcare Company Inc|ACHC|Open|30.4
Acadia Healthcare Company Inc|ACHC|52 wk Range|11.1 - 35.3
Acadia Healthcare Company Inc|ACHC|EPS|1.2
Acadia Healthcare Company Inc|ACHC|Volume|640988
Acadia Healthcare Company Inc|ACHC|Market Cap|2.74B
Acadia Healthcare Company Inc|ACHC|Dividend (Yield)|N/A (N/A)
Acadia Healthcare Company Inc|ACHC|Average Vol. (3m)|615123
Acadia Healthcare Company Inc|ACHC|P/E Ratio|25.68
Acadia Healthcare Company Inc|ACHC|Beta|1.45
Acadia Healthcare Company Inc|ACHC|1-Year Change|11.99%
Acadia Healthcare Company Inc|ACHC|Shares Outstanding|88963135
Acadia Healthcare Company Inc|ACHC|Next Earnings Date|Nov 10 2020
Accenture plc|ACN|industry|Computer Services
Accenture plc|ACN|sector|Technology
Accenture plc|ACN|price|230.25
Accenture plc|ACN|Prev. Close|230.25
Accenture plc|ACN|Day's Range|229.41 - 231.93
Accenture plc|ACN|Revenue|44.55B
Accenture plc|ACN|Open|230.57
Accenture plc|ACN|52 wk Range|137.15 - 232.5
Accenture plc|ACN|EPS|7.68
Accenture plc|ACN|Volume|1130457
Accenture plc|ACN|Market Cap|152.95B
Accenture plc|ACN|Dividend (Yield)|3.20 (1.38%)
Accenture plc|ACN|Average Vol. (3m)|2003246
Accenture plc|ACN|P/E Ratio|29.99
Accenture plc|ACN|Beta|1.02
Accenture plc|ACN|1-Year Change|19.16%
Accenture plc|ACN|Shares Outstanding|664289845
Accenture plc|ACN|Next Earnings Date|Sep 24 2020
Accuray Incorporated|ARAY|industry|Medical Equipment & Supplies
Accuray Incorporated|ARAY|sector|Healthcare
Accuray Incorporated|ARAY|price|2.550
Accuray Incorporated|ARAY|Prev. Close|2.55
Accuray Incorporated|ARAY|Day's Range|2.5 - 2.733
Accuray Incorporated|ARAY|Revenue|405.38M
Accuray Incorporated|ARAY|Open|2.72
Accuray Incorporated|ARAY|52 wk Range|1.34 - 4.68
Accuray Incorporated|ARAY|EPS|0.03
Accuray Incorporated|ARAY|Volume|684161
Accuray Incorporated|ARAY|Market Cap|230.82M
Accuray Incorporated|ARAY|Dividend (Yield)|N/A (N/A)
Accuray Incorporated|ARAY|Average Vol. (3m)|601439
Accuray Incorporated|ARAY|P/E Ratio|97.11
Accuray Incorporated|ARAY|Beta|2.22
Accuray Incorporated|ARAY|1-Year Change| - 9.89%
Accuray Incorporated|ARAY|Shares Outstanding|90516626
Accuray Incorporated|ARAY|Next Earnings Date|Nov 03 2020
AcelRx Pharmaceuticals Inc|ACRX|industry|Biotechnology & Drugs
AcelRx Pharmaceuticals Inc|ACRX|sector|Healthcare
AcelRx Pharmaceuticals Inc|ACRX|price|1.310
AcelRx Pharmaceuticals Inc|ACRX|Prev. Close|1.31
AcelRx Pharmaceuticals Inc|ACRX|Day's Range|1.21 - 1.33
AcelRx Pharmaceuticals Inc|ACRX|Revenue|4.39M
AcelRx Pharmaceuticals Inc|ACRX|Open|1.21
AcelRx Pharmaceuticals Inc|ACRX|52 wk Range|0.701 - 2.8
AcelRx Pharmaceuticals Inc|ACRX|EPS| - 0.62
AcelRx Pharmaceuticals Inc|ACRX|Volume|1286851
AcelRx Pharmaceuticals Inc|ACRX|Market Cap|118.32M
AcelRx Pharmaceuticals Inc|ACRX|Dividend (Yield)|N/A (N/A)
AcelRx Pharmaceuticals Inc|ACRX|Average Vol. (3m)|1216362
AcelRx Pharmaceuticals Inc|ACRX|P/E Ratio|N/A
AcelRx Pharmaceuticals Inc|ACRX|Beta|1.88
AcelRx Pharmaceuticals Inc|ACRX|1-Year Change| - 42.29%
AcelRx Pharmaceuticals Inc|ACRX|Shares Outstanding|90324147
AcelRx Pharmaceuticals Inc|ACRX|Next Earnings Date|Oct 29 2020
Aceto Corp|ACETQ|industry|Major Drugs
Aceto Corp|ACETQ|sector|Healthcare
Aceto Corp|ACETQ|price|0.11
Aceto Corp|ACETQ|Prev. Close|0.1
Aceto Corp|ACETQ|Day's Range|0.08 - 0.11
Aceto Corp|ACETQ|Revenue|N/A
Aceto Corp|ACETQ|Open|0.08
Aceto Corp|ACETQ|52 wk Range|0.07 - 0.2
Aceto Corp|ACETQ|EPS| - 11.76
Aceto Corp|ACETQ|Volume|N/A
Aceto Corp|ACETQ|Market Cap|3.39M
Aceto Corp|ACETQ|Dividend (Yield)|0.09 (48.9%)
Aceto Corp|ACETQ|Average Vol. (3m)|4897
Aceto Corp|ACETQ|P/E Ratio|N/A
Aceto Corp|ACETQ|Beta|1.51
Aceto Corp|ACETQ|1-Year Change| - 38.89%
Aceto Corp|ACETQ|Shares Outstanding|30839470
Aceto Corp|ACETQ|Next Earnings Date|Sep 02 2020
Achillion Pharmaceuticals Inc|ACHN|industry|Major Drugs
Achillion Pharmaceuticals Inc|ACHN|sector|Healthcare
Achillion Pharmaceuticals Inc|ACHN|price|6.76
Achillion Pharmaceuticals Inc|ACHN|Prev. Close|6.13
Achillion Pharmaceuticals Inc|ACHN|Day's Range|6.75 - 7.01
Achillion Pharmaceuticals Inc|ACHN|Revenue|N/A
Achillion Pharmaceuticals Inc|ACHN|Open|6.98
Achillion Pharmaceuticals Inc|ACHN|52 wk Range|3.48 - 7.01
Achillion Pharmaceuticals Inc|ACHN|EPS| - 0.54
Achillion Pharmaceuticals Inc|ACHN|Volume|N/A
Achillion Pharmaceuticals Inc|ACHN|Market Cap|946.72M
Achillion Pharmaceuticals Inc|ACHN|Dividend (Yield)|N/A (N/A)
Achillion Pharmaceuticals Inc|ACHN|Average Vol. (3m)|105653224
Achillion Pharmaceuticals Inc|ACHN|P/E Ratio|N/A
Achillion Pharmaceuticals Inc|ACHN|Beta|1.73
Achillion Pharmaceuticals Inc|ACHN|1-Year Change|41.72%
Achillion Pharmaceuticals Inc|ACHN|Shares Outstanding|140046647
Achillion Pharmaceuticals Inc|ACHN|Next Earnings Date|Aug 17 2020
ACI Worldwide Inc|ACIW|industry|Software & Programming
ACI Worldwide Inc|ACIW|sector|Technology
ACI Worldwide Inc|ACIW|price|30.69
ACI Worldwide Inc|ACIW|Prev. Close|30.69
ACI Worldwide Inc|ACIW|Day's Range|30.33 - 31.08
ACI Worldwide Inc|ACIW|Revenue|1.35B
ACI Worldwide Inc|ACIW|Open|30.61
ACI Worldwide Inc|ACIW|52 wk Range|20.28 - 39.37
ACI Worldwide Inc|ACIW|EPS|0.65
ACI Worldwide Inc|ACIW|Volume|516177
ACI Worldwide Inc|ACIW|Market Cap|3.57B
ACI Worldwide Inc|ACIW|Dividend (Yield)|N/A (N/A)
ACI Worldwide Inc|ACIW|Average Vol. (3m)|674010
ACI Worldwide Inc|ACIW|P/E Ratio|47.58
ACI Worldwide Inc|ACIW|Beta|1.33
ACI Worldwide Inc|ACIW|1-Year Change|4.42%
ACI Worldwide Inc|ACIW|Shares Outstanding|116388958
ACI Worldwide Inc|ACIW|Next Earnings Date|Nov 05 2020
ACNB Corporation|ACNB|industry|Regional Banks
ACNB Corporation|ACNB|sector|Financial
ACNB Corporation|ACNB|price|23.36
ACNB Corporation|ACNB|Prev. Close|23.36
ACNB Corporation|ACNB|Day's Range|22.04 - 23.36
ACNB Corporation|ACNB|Revenue|51.56M
ACNB Corporation|ACNB|Open|22.85
ACNB Corporation|ACNB|52 wk Range|20.05 - 37.87
ACNB Corporation|ACNB|EPS|2.14
ACNB Corporation|ACNB|Volume|5938
ACNB Corporation|ACNB|Market Cap|203.13M
ACNB Corporation|ACNB|Dividend (Yield)|1.00 (4.38%)
ACNB Corporation|ACNB|Average Vol. (3m)|18880
ACNB Corporation|ACNB|P/E Ratio|10.93
ACNB Corporation|ACNB|Beta| - 0.03
ACNB Corporation|ACNB|1-Year Change| - 33.35%
ACNB Corporation|ACNB|Shares Outstanding|8695839
ACNB Corporation|ACNB|Next Earnings Date|N/A
Acorda Therapeutics Inc|ACOR|industry|Biotechnology & Drugs
Acorda Therapeutics Inc|ACOR|sector|Healthcare
Acorda Therapeutics Inc|ACOR|price|0.666
Acorda Therapeutics Inc|ACOR|Prev. Close|0.666
Acorda Therapeutics Inc|ACOR|Day's Range|0.662 - 0.72
Acorda Therapeutics Inc|ACOR|Revenue|159.94M
Acorda Therapeutics Inc|ACOR|Open|0.709
Acorda Therapeutics Inc|ACOR|52 wk Range|0.604 - 4.46
Acorda Therapeutics Inc|ACOR|EPS| - 4.67
Acorda Therapeutics Inc|ACOR|Volume|1189532
Acorda Therapeutics Inc|ACOR|Market Cap|31.95M
Acorda Therapeutics Inc|ACOR|Dividend (Yield)|N/A (N/A)
Acorda Therapeutics Inc|ACOR|Average Vol. (3m)|2374886
Acorda Therapeutics Inc|ACOR|P/E Ratio|N/A
Acorda Therapeutics Inc|ACOR|Beta|1.57
Acorda Therapeutics Inc|ACOR|1-Year Change| - 75.33%
Acorda Therapeutics Inc|ACOR|Shares Outstanding|47979115
Acorda Therapeutics Inc|ACOR|Next Earnings Date|Oct 22 2020
Acorn Energy Inc|ACFN|industry|Software & Programming
Acorn Energy Inc|ACFN|sector|Technology
Acorn Energy Inc|ACFN|price|0.350
Acorn Energy Inc|ACFN|Prev. Close|0.329
Acorn Energy Inc|ACFN|Day's Range|0.3 - 0.35
Acorn Energy Inc|ACFN|Revenue|5.51M
Acorn Energy Inc|ACFN|Open|0.3
Acorn Energy Inc|ACFN|52 wk Range|0.11 - 0.4
Acorn Energy Inc|ACFN|EPS| - 0.02
Acorn Energy Inc|ACFN|Volume|74396
Acorn Energy Inc|ACFN|Market Cap|13.89M
Acorn Energy Inc|ACFN|Dividend (Yield)|N/A (N/A)
Acorn Energy Inc|ACFN|Average Vol. (3m)|34619
Acorn Energy Inc|ACFN|P/E Ratio|N/A
Acorn Energy Inc|ACFN|Beta|1.69
Acorn Energy Inc|ACFN|1-Year Change|34.1%
Acorn Energy Inc|ACFN|Shares Outstanding|39687589
Acorn Energy Inc|ACFN|Next Earnings Date|Nov 11 2020
Activision Blizzard Inc|ATVI|industry|Software & Programming
Activision Blizzard Inc|ATVI|sector|Technology
Activision Blizzard Inc|ATVI|price|80.40
Activision Blizzard Inc|ATVI|Prev. Close|80.4
Activision Blizzard Inc|ATVI|Day's Range|79.98 - 82.3
Activision Blizzard Inc|ATVI|Revenue|6.99B
Activision Blizzard Inc|ATVI|Open|81.97
Activision Blizzard Inc|ATVI|52 wk Range|47.16 - 87.52
Activision Blizzard Inc|ATVI|EPS|2.34
Activision Blizzard Inc|ATVI|Volume|9390035
Activision Blizzard Inc|ATVI|Market Cap|62.06B
Activision Blizzard Inc|ATVI|Dividend (Yield)|0.37 (0.51%)
Activision Blizzard Inc|ATVI|Average Vol. (3m)|7269905
Activision Blizzard Inc|ATVI|P/E Ratio|34.32
Activision Blizzard Inc|ATVI|Beta|0.69
Activision Blizzard Inc|ATVI|1-Year Change|72.31%
Activision Blizzard Inc|ATVI|Shares Outstanding|771872058
Activision Blizzard Inc|ATVI|Next Earnings Date|Nov 05 2020
Actuant Corp|EPAC|industry|Misc. Fabricated Products
Actuant Corp|EPAC|sector|Basic Materials
Actuant Corp|EPAC|price|21.40
Actuant Corp|EPAC|Prev. Close|21.4
Actuant Corp|EPAC|Day's Range|21.02 - 21.64
Actuant Corp|EPAC|Revenue|1.04B
Actuant Corp|EPAC|Open|21.12
Actuant Corp|EPAC|52 wk Range|13.35 - 27.94
Actuant Corp|EPAC|EPS| - 0.05
Actuant Corp|EPAC|Volume|240750
Actuant Corp|EPAC|Market Cap|1.28B
Actuant Corp|EPAC|Dividend (Yield)|0.04 (0.19%)
Actuant Corp|EPAC|Average Vol. (3m)|373484
Actuant Corp|EPAC|P/E Ratio|N/A
Actuant Corp|EPAC|Beta|1.41
Actuant Corp|EPAC|1-Year Change| - 0.74%
Actuant Corp|EPAC|Shares Outstanding|59768998
Actuant Corp|EPAC|Next Earnings Date|Sep 23 2020
Acura Pharmaceuticals Inc|ACUR|industry|Biotechnology & Drugs
Acura Pharmaceuticals Inc|ACUR|sector|Healthcare
Acura Pharmaceuticals Inc|ACUR|price|0.288
Acura Pharmaceuticals Inc|ACUR|Prev. Close|0.292
Acura Pharmaceuticals Inc|ACUR|Day's Range|0.251 - 0.288
Acura Pharmaceuticals Inc|ACUR|Revenue|3.68M
Acura Pharmaceuticals Inc|ACUR|Open|0.282
Acura Pharmaceuticals Inc|ACUR|52 wk Range|0.12 - 0.63
Acura Pharmaceuticals Inc|ACUR|EPS| - 0.17
Acura Pharmaceuticals Inc|ACUR|Volume|2082
Acura Pharmaceuticals Inc|ACUR|Market Cap|6.24M
Acura Pharmaceuticals Inc|ACUR|Dividend (Yield)|N/A (N/A)
Acura Pharmaceuticals Inc|ACUR|Average Vol. (3m)|9606
Acura Pharmaceuticals Inc|ACUR|P/E Ratio|N/A
Acura Pharmaceuticals Inc|ACUR|Beta|1.01
Acura Pharmaceuticals Inc|ACUR|1-Year Change|24.68%
Acura Pharmaceuticals Inc|ACUR|Shares Outstanding|21650294
Acura Pharmaceuticals Inc|ACUR|Next Earnings Date|N/A
Addus HomeCare Corporation|ADUS|industry|Healthcare Facilities
Addus HomeCare Corporation|ADUS|sector|Healthcare
Addus HomeCare Corporation|ADUS|price|94.72
Addus HomeCare Corporation|ADUS|Prev. Close|94.72
Addus HomeCare Corporation|ADUS|Day's Range|94.61 - 97.5
Addus HomeCare Corporation|ADUS|Revenue|319.49M
Addus HomeCare Corporation|ADUS|Open|97.5
Addus HomeCare Corporation|ADUS|52 wk Range|43.12 - 106.98
Addus HomeCare Corporation|ADUS|EPS|1.51
Addus HomeCare Corporation|ADUS|Volume|113237
Addus HomeCare Corporation|ADUS|Market Cap|1.48B
Addus HomeCare Corporation|ADUS|Dividend (Yield)|N/A (N/A)
Addus HomeCare Corporation|ADUS|Average Vol. (3m)|116606
Addus HomeCare Corporation|ADUS|P/E Ratio|62.91
Addus HomeCare Corporation|ADUS|Beta|0.52
Addus HomeCare Corporation|ADUS|1-Year Change|7.11%
Addus HomeCare Corporation|ADUS|Shares Outstanding|15664952
Addus HomeCare Corporation|ADUS|Next Earnings Date|Nov 09 2020
ADDvantage Technologies Group Inc|AEY|industry|Electronic Instr. & Controls
ADDvantage Technologies Group Inc|AEY|sector|Technology
ADDvantage Technologies Group Inc|AEY|price|2.185
ADDvantage Technologies Group Inc|AEY|Prev. Close|2.185
ADDvantage Technologies Group Inc|AEY|Day's Range|2.15 - 2.2
ADDvantage Technologies Group Inc|AEY|Revenue|61.34M
ADDvantage Technologies Group Inc|AEY|Open|2.16
ADDvantage Technologies Group Inc|AEY|52 wk Range|1.5 - 6.49
ADDvantage Technologies Group Inc|AEY|EPS| - 1.73
ADDvantage Technologies Group Inc|AEY|Volume|65931
ADDvantage Technologies Group Inc|AEY|Market Cap|25.76M
ADDvantage Technologies Group Inc|AEY|Dividend (Yield)|N/A (N/A)
ADDvantage Technologies Group Inc|AEY|Average Vol. (3m)|391817
ADDvantage Technologies Group Inc|AEY|P/E Ratio|N/A
ADDvantage Technologies Group Inc|AEY|Beta|0.02
ADDvantage Technologies Group Inc|AEY|1-Year Change|19.4%
ADDvantage Technologies Group Inc|AEY|Shares Outstanding|11788940
ADDvantage Technologies Group Inc|AEY|Next Earnings Date|N/A
Advanced Emissions Solutions Inc|ADES|industry|Misc. Capital Goods
Advanced Emissions Solutions Inc|ADES|sector|Capital Goods
Advanced Emissions Solutions Inc|ADES|price|4.36
Advanced Emissions Solutions Inc|ADES|Prev. Close|4.36
Advanced Emissions Solutions Inc|ADES|Day's Range|4.26 - 4.38
Advanced Emissions Solutions Inc|ADES|Revenue|58.92M
Advanced Emissions Solutions Inc|ADES|Open|4.35
Advanced Emissions Solutions Inc|ADES|52 wk Range|4.02 - 15.34
Advanced Emissions Solutions Inc|ADES|EPS| - 0.7
Advanced Emissions Solutions Inc|ADES|Volume|91740
Advanced Emissions Solutions Inc|ADES|Market Cap|80.92M
Advanced Emissions Solutions Inc|ADES|Dividend (Yield)|0.75 (13.40%)
Advanced Emissions Solutions Inc|ADES|Average Vol. (3m)|189445
Advanced Emissions Solutions Inc|ADES|P/E Ratio|N/A
Advanced Emissions Solutions Inc|ADES|Beta|0.66
Advanced Emissions Solutions Inc|ADES|1-Year Change| - 62.93%
Advanced Emissions Solutions Inc|ADES|Shares Outstanding|18558907
Advanced Emissions Solutions Inc|ADES|Next Earnings Date|Nov 10 2020
Adobe Systems Incorporated|ADBE|industry|Software & Programming
Adobe Systems Incorporated|ADBE|sector|Technology
Adobe Systems Incorporated|ADBE|price|447.60
Adobe Systems Incorporated|ADBE|Prev. Close|447.6
Adobe Systems Incorporated|ADBE|Day's Range|444.43 - 452.81
Adobe Systems Incorporated|ADBE|Revenue|12.05B
Adobe Systems Incorporated|ADBE|Open|451.39
Adobe Systems Incorporated|ADBE|52 wk Range|255.25 - 470.41
Adobe Systems Incorporated|ADBE|EPS|7.59
Adobe Systems Incorporated|ADBE|Volume|1111145
Adobe Systems Incorporated|ADBE|Market Cap|214.7B
Adobe Systems Incorporated|ADBE|Dividend (Yield)|N/A (N/A)
Adobe Systems Incorporated|ADBE|Average Vol. (3m)|2770608
Adobe Systems Incorporated|ADBE|P/E Ratio|58.97
Adobe Systems Incorporated|ADBE|Beta|0.89
Adobe Systems Incorporated|ADBE|1-Year Change|55.71%
Adobe Systems Incorporated|ADBE|Shares Outstanding|479665239
Adobe Systems Incorporated|ADBE|Next Earnings Date|Sep 15 2020
Automatic Data Processing Inc|ADP|industry|Business Services
Automatic Data Processing Inc|ADP|sector|Services
Automatic Data Processing Inc|ADP|price|138.96
Automatic Data Processing Inc|ADP|Prev. Close|138.96
Automatic Data Processing Inc|ADP|Day's Range|137.97 - 140.1
Automatic Data Processing Inc|ADP|Revenue|14.59B
Automatic Data Processing Inc|ADP|Open|139.26
Automatic Data Processing Inc|ADP|52 wk Range|103.2 - 182.32
Automatic Data Processing Inc|ADP|EPS|5.68
Automatic Data Processing Inc|ADP|Volume|2215124
Automatic Data Processing Inc|ADP|Market Cap|59.75B
Automatic Data Processing Inc|ADP|Dividend (Yield)|3.64 (2.61%)
Automatic Data Processing Inc|ADP|Average Vol. (3m)|2263086
Automatic Data Processing Inc|ADP|P/E Ratio|24.45
Automatic Data Processing Inc|ADP|Beta|0.77
Automatic Data Processing Inc|ADP|1-Year Change| - 16.8%
Automatic Data Processing Inc|ADP|Shares Outstanding|429965405
Automatic Data Processing Inc|ADP|Next Earnings Date|Oct 28 2020
Adtalem Global Education Inc|ATGE|industry|Schools
